item_id,order_id,product_id,quantity,unit_price,discount_percent
62,25,480,5,45584.62,85.33
63,25,97,4,44300.94,0.17
64,25,382,1,43872.21,18.99
65,25,483,4,33892.09,31.96
66,25,60,3,32862.55,93.39
67,26,267,5,22497.3,10.66
68,26,340,1,17244.35,46.06
69,27,418,3,8860.28,49.98
70,27,483,4,33892.09,28.34
71,28,307,3,19247.13,99.03
72,29,141,5,46694.2,82.87
73,30,150,1,19755.8,33.31
74,30,361,2,47676.06,93.44
75,30,495,2,29319.98,5.26
76,30,193,2,14822.38,72.74
77,31,418,2,8860.28,54.79
78,31,338,3,11783.78,47.34
79,31,468,3,22211.22,39.11
80,32,373,5,45705.99,13.09
81,32,145,5,32747.58,5.41
82,32,357,3,38378.79,16.37
83,32,473,2,10116.27,48.24
84,32,100,2,6311.3,80.44
85,33,377,1,38699.02,85.61
86,33,334,1,49592.73,98.85
87,34,193,4,14822.38,16.82
88,34,487,1,12091.07,97.42
89,35,484,1,33151.54,65.01
90,35,27,5,48593.33,14.86
91,36,126,4,43423.76,68.8
92,36,18,2,4752.18,37.54
93,36,61,1,7157.28,86.49
94,36,124,4,48621.75,65.32
95,37,6,1,2714.71,64.14
96,37,62,5,19658.7,58.69
97,37,60,5,32862.55,69.37
98,38,407,5,32399.19,48.42
99,39,153,3,25823.74,90.89
100,39,293,5,23860.51,81.29
101,39,65,1,10788.21,81.75
102,39,51,5,18500.01,51.89
103,40,276,1,42989.47,20.75
104,40,366,1,39078.09,59.91
105,40,420,-2,10153.07,44.72
106,40,405,3,8723.08,12.88
107,40,334,2,49592.73,8.78
108,41,436,1,39979.81,50.61
109,41,386,3,22977.06,17.16
110,41,18,1,4752.18,4.62
111,42,464,4,16641.55,49.04
112,42,401,3,40656.08,98.6
113,42,151,3,25505.21,51.06
114,42,338,1,11783.78,4.47
115,42,274,1,15302.43,29.97
116,43,491,5,34347.27,59.18
117,43,69,3,40471.28,62.23
118,44,282,3,42404.62,64.98
119,45,205,1,20502.46,67.65
120,45,234,2,46744.44,7.06
121,46,325,2,31656.86,56.36
122,46,357,5,38378.79,41.97
123,46,331,2,14251.29,78.78
124,47,14,1,32770.18,53.15
125,47,494,5,17828.64,32.94
126,47,310,1,24281.99,33.35
127,47,127,3,8182.15,79.81
128,48,6,2,2714.71,10.5
129,48,51,1,18500.01,72.83
130,48,194,3,22803.44,80.68
131,49,271,3,13493.5,86.54
132,50,139,2,13446.84,75.19
133,50,312,2,24486.11,74.13
134,50,51,5,18500.01,88.2
135,50,460,4,28373.04,12.76
136,50,25,1,38144.23,71.32
137,51,74,5,25195.04,5.29
138,51,194,3,22803.44,24.91
139,52,215,3,49674.82,50.22
140,52,362,3,21780.73,52.06
141,52,235,2,11577.93,85.79
142,52,94,3,16993.51,31.27
143,52,225,1,30287.98,7.67
144,53,484,2,33151.54,8.46
145,53,48,3,28268.14,49.29
146,54,493,4,37071.85,93.24
147,55,246,5,12124.34,67.68
148,55,255,5,15792.79,40.55
149,56,98,4,40788.76,74.97
150,56,467,2,48627.58,66.12
151,56,426,5,28142.67,4.24
152,56,382,4,43872.21,67.45
153,56,4,5,39945.84,17.48
154,57,430,3,37292.63,42.27
155,57,69,4,40471.28,96.97
156,57,264,3,13471.8,24.98
157,58,436,3,39979.81,26.48
158,58,393,1,42638.86,56.88
159,58,440,2,8333.36,92.91
160,58,61,5,7157.28,3.54
161,58,149,4,38243.77,84.84
162,59,183,1,27210.69,32.86
163,60,55,2,40567.24,0.89
164,60,3,4,29839.48,8.47
165,60,180,5,8871.86,41.07
166,61,4,3,39945.84,39.54
167,61,80,3,4172.11,89.22
168,61,394,5,35264.77,10.87
169,61,337,4,8359.7,43.94
170,62,182,-4,30178.87,88.36
171,62,383,2,36930.32,28.49
172,63,203,3,37315.64,16.03
173,63,216,2,33659.34,95.97
174,64,61,5,7157.28,68.17
175,64,216,2,33659.34,76.44
176,64,251,4,25042.93,92.36
177,65,68,1,18898.32,34.41
178,65,57,1,8021.44,23.65
179,65,491,3,34347.27,59.71
180,65,56,1,2053.19,28.95
181,66,43,5,37315.66,51.12
182,66,390,2,11757.2,11.5
183,66,220,3,7545.96,24.74
184,66,127,4,8182.15,70.65
185,67,359,5,25614.1,18.87
186,68,323,2,49625.06,27.39
187,68,325,2,31656.86,42.63
188,68,77,5,38179.53,86.44
189,68,118,4,27154.35,30.64
190,68,62,2,19658.7,42.61
191,69,262,4,47063.03,30.43
192,70,187,3,44862.43,24.7
193,70,144,1,2528.04,0.05
194,70,483,3,33892.09,47.21
195,71,52,4,42779.14,30.44
196,71,221,1,42482.11,68.3
197,71,95,2,9195.67,74.13
198,71,130,3,29631.24,58.89
199,71,486,5,13916.56,65.02
200,72,300,1,40455.62,13.05
201,72,197,5,18153.06,58.66
202,73,99,4,9636.06,7.49
203,73,361,5,47676.06,30.15
204,74,390,2,11757.2,19.17
205,74,104,5,16463.2,89.16
206,74,274,5,15302.43,89.49
207,74,370,4,5234.96,11.74
208,75,35,5,10640.58,16.69
209,75,248,3,34892.09,12.89
210,75,215,1,49674.82,6.08
211,75,269,2,19451.2,39.75
212,76,446,4,15486.83,38.42
213,76,263,4,19065.63,27.15
214,76,498,-2,42726.56,57.19
215,76,39,5,28830.38,87.92
216,76,85,5,6180.23,70.78
217,77,133,3,31985.66,17.11
218,77,156,1,33722.94,29.18
219,77,437,2,47587.94,27.78
220,77,113,2,14006.62,79.06
221,77,152,2,16718.73,21.0
222,78,1,3,6383.6,97.22
223,79,43,5,37315.66,13.36
224,79,485,5,24138.75,98.53
225,79,362,1,21780.73,21.93
226,80,91,1,19405.38,97.88
227,80,132,5,47432.49,74.58
228,80,498,4,42726.56,25.73
229,81,283,3,12176.86,58.17
230,81,106,4,43514.86,23.17
231,81,419,4,11018.57,90.22
232,81,227,1,16714.92,45.94
233,81,113,2,14006.62,49.05
234,82,332,1,38136.48,88.53
235,82,145,4,32747.58,18.78
236,83,37,2,35213.2,64.51
237,83,219,4,48617.28,52.68
238,84,309,1,9436.22,2.07
239,85,391,1,5372.32,77.01
240,86,74,-5,25195.04,96.64
241,86,481,1,40273.77,81.83
242,86,322,1,28679.51,48.04
243,87,457,3,29792.88,24.38
244,87,228,5,5954.08,62.75
245,87,418,-1,8860.28,4.45
246,87,84,5,7561.03,51.15
247,87,158,4,38830.49,91.22
248,88,117,4,4480.76,35.33
249,89,116,4,42656.03,71.49
250,89,472,1,26261.88,99.08
251,89,451,2,37847.2,95.58
252,90,40,1,1140.74,92.47
253,90,316,1,2176.37,60.45
254,90,171,2,37392.19,33.48
255,91,348,2,7077.53,68.72
256,91,218,5,27880.23,34.84
257,92,139,4,13446.84,93.29
258,93,404,1,36249.1,97.8
259,94,164,4,47838.61,79.69
260,94,76,4,18623.48,11.32
261,95,492,1,8582.33,12.75
262,95,373,4,45705.99,49.42
263,95,143,4,47267.12,41.39
264,95,75,3,7006.09,94.4
265,96,197,5,18153.06,53.38
266,96,215,5,49674.82,23.01
267,97,298,4,30743.94,77.66
268,98,360,2,29363.21,20.33
269,98,45,1,40965.54,47.39
270,99,472,1,26261.88,36.09
271,99,57,2,8021.44,14.41
272,100,498,2,42726.56,5.59
273,100,477,2,17278.03,69.58
274,100,468,2,22211.22,2.63
275,100,216,4,33659.34,70.14
276,100,125,5,17291.29,83.74
277,101,16,3,15696.16,24.5
278,101,76,1,18623.48,81.37
279,102,392,4,26842.63,74.81
280,102,94,3,16993.51,72.26
281,103,401,3,40656.08,6.0
282,103,331,1,14251.29,17.36
283,103,356,-2,47439.13,83.27
284,103,7,4,22468.93,82.95
285,104,257,2,41749.06,9.19
286,104,157,4,31500.1,12.51
287,104,364,2,35104.83,5.6
288,104,117,4,4480.76,74.6
289,104,217,5,49286.21,7.72
290,105,245,4,33734.24,16.48
291,105,161,3,20997.14,19.47
292,105,335,1,44119.17,36.27
293,105,329,-3,17975.31,28.22
294,106,55,3,40567.24,20.17
295,106,34,1,49223.84,8.5
296,106,109,5,33936.63,56.37
297,106,306,4,7153.79,31.46
298,106,6,-3,2714.71,35.66
299,107,491,2,34347.27,39.06
300,107,204,3,3281.62,70.27
301,107,257,1,41749.06,89.65
302,108,52,1,42779.14,38.21
303,108,258,5,7083.53,3.74
304,108,414,2,12133.52,46.31
305,108,397,1,27842.09,23.16
306,108,77,2,38179.53,65.42
307,109,494,5,17828.64,60.87
308,109,257,5,41749.06,34.14
309,110,174,3,11361.02,94.01
310,110,149,1,38243.77,77.42
311,111,123,1,35971.6,56.69
312,111,107,4,39594.74,1.49
313,111,313,3,11104.42,96.89
314,111,311,1,24799.0,45.48
315,112,479,2,10415.88,57.65
316,112,152,3,16718.73,17.92
317,113,133,4,31985.66,14.04
318,113,243,1,27627.01,48.83
319,113,132,3,47432.49,40.09
320,113,391,5,5372.32,12.9
321,114,263,3,19065.63,68.22
322,114,433,5,36048.64,87.74
323,114,320,1,39263.98,64.39
324,115,359,-5,25614.1,85.31
325,115,421,3,40140.98,57.01
326,116,115,4,10807.06,66.92
327,117,239,5,42350.2,46.49
328,117,240,1,31572.01,10.83
329,117,329,4,17975.31,19.95
330,118,34,5,49223.84,70.23
331,118,163,4,10446.35,45.46
332,118,176,5,48897.74,47.0
333,119,164,1,47838.61,77.42
334,119,291,1,14842.07,36.15
335,120,243,1,27627.01,68.37
336,120,110,3,38947.92,17.61
337,120,28,2,22736.92,40.51
338,120,109,3,33936.63,45.14
339,121,269,3,19451.2,5.37
340,121,110,4,38947.92,75.32
341,121,343,2,40687.06,94.19
342,121,458,4,19928.01,68.88
343,122,495,4,29319.98,69.29
344,122,357,4,38378.79,56.09
345,123,102,5,24926.42,66.41
346,123,40,-3,1140.74,89.65
347,123,371,2,2297.49,31.64
348,123,342,4,5249.76,72.23
349,123,297,4,31525.04,85.73
350,124,328,1,223.41,97.9
351,124,497,4,43388.14,77.44
352,124,297,5,31525.04,34.81
353,124,50,2,25416.11,57.68
354,125,190,-3,47706.34,89.67
355,126,420,4,10153.07,35.17
356,126,445,5,10426.95,97.41
357,126,64,3,25473.58,17.58
358,126,359,4,25614.1,55.28
359,126,256,2,46450.86,38.16
360,127,325,1,31656.86,80.59
361,127,146,1,5464.1,1.64
362,127,360,4,29363.21,74.99
363,127,318,5,17493.99,9.97
364,128,258,3,7083.53,21.19
365,128,298,4,30743.94,11.45
366,128,413,4,38365.42,35.06
367,128,17,4,34372.37,82.04
368,129,4,2,39945.84,26.76
369,129,482,3,42594.15,90.27
370,129,192,4,20330.29,0.42
371,129,401,4,40656.08,2.62
372,130,431,5,44277.48,17.04
373,130,419,5,11018.57,24.18
374,130,266,4,38091.19,64.44
375,131,411,5,19480.23,93.94
376,132,373,3,45705.99,43.74
377,132,89,1,4372.14,12.63
378,132,207,1,33123.45,78.43
379,132,463,3,7278.25,15.91
380,133,105,-4,21363.19,77.0
381,133,48,-2,28268.14,70.76
382,133,14,1,32770.18,2.53
383,134,233,3,28169.98,65.25
384,134,325,2,31656.86,53.54
385,135,372,4,19210.68,65.93
386,135,400,3,31551.85,14.38
387,136,327,5,34765.71,11.09
388,137,63,2,39603.93,49.42
389,137,55,3,40567.24,20.8
390,137,73,1,28563.93,2.2
391,137,145,1,32747.58,62.57
392,137,135,2,3089.66,37.53
393,138,325,2,31656.86,1.01
394,138,466,2,15222.44,63.12
395,138,231,1,44152.32,34.28
396,139,248,-5,34892.09,52.17
397,139,315,3,28678.43,19.28
398,139,308,1,45966.13,51.8
399,140,111,3,1716.03,21.7
400,140,444,3,21437.54,8.34
401,141,138,4,25797.51,9.2
402,141,141,5,46694.2,46.7
403,142,224,2,36256.78,19.79
404,142,263,3,19065.63,10.29
405,142,485,5,24138.75,79.41
406,142,205,4,20502.46,44.62
407,143,383,1,36930.32,42.93
408,143,140,5,47274.71,89.79
409,143,418,1,8860.28,88.94
410,143,164,5,47838.61,40.98
411,143,319,5,11923.61,64.51
412,144,181,3,37475.26,18.59
413,144,204,2,3281.62,65.7
414,144,16,3,15696.16,31.45
415,144,59,1,27942.36,1.09
416,144,93,3,5272.83,56.75
417,145,461,1,39308.71,60.18
418,145,120,5,49258.11,56.1
419,145,288,5,20040.93,80.74
420,146,294,4,2329.68,43.52
421,147,102,4,24926.42,99.03
422,147,101,4,44742.41,45.28
423,147,26,5,7248.25,38.29
424,148,11,5,7501.86,91.16
425,148,146,3,5464.1,96.69
426,148,10,1,5487.3,91.8
427,148,330,1,21539.19,1.63
428,148,402,4,22227.22,80.25
429,149,141,3,46694.2,55.65
430,149,163,3,10446.35,4.71
431,149,386,3,22977.06,45.46
432,150,432,3,10563.25,10.27
433,151,25,1,38144.23,99.35
434,151,423,4,48031.88,8.8
435,152,418,1,8860.28,86.8
436,152,463,3,7278.25,4.31
437,152,276,1,42989.47,7.5
438,153,353,4,46702.83,17.03
439,153,314,2,8493.63,11.99
440,153,406,3,44182.85,75.3
441,154,327,5,34765.71,57.79
442,154,229,4,10305.21,32.19
443,154,343,4,40687.06,26.38
444,154,63,3,39603.93,35.3
445,155,338,2,11783.78,7.51
446,155,332,4,38136.48,1.31
447,156,240,4,31572.01,10.45
448,156,420,2,10153.07,76.16
449,157,440,4,8333.36,84.78
450,157,161,1,20997.14,21.88
451,157,390,3,11757.2,45.24
452,157,484,5,33151.54,78.0
453,157,160,2,28671.26,42.31
454,158,488,1,34069.71,87.62
455,158,446,1,15486.83,89.41
456,158,296,2,8090.77,47.62
457,159,232,5,42002.59,43.15
458,159,181,2,37475.26,43.08
459,159,136,3,17075.61,27.26
460,159,61,1,7157.28,38.25
461,159,475,4,25305.81,18.94
462,160,305,5,5981.3,51.86
463,160,142,1,25784.77,64.63
464,161,113,1,14006.62,3.57
465,162,123,1,35971.6,88.26
466,162,34,4,49223.84,10.13
467,162,273,3,12404.84,17.1
468,163,178,3,32330.31,28.8
469,163,327,1,34765.71,50.32
470,164,245,2,33734.24,68.14
471,164,379,2,37004.84,89.99
472,164,157,2,31500.1,66.6
473,164,437,4,47587.94,17.75
474,164,465,3,13502.36,17.07
475,165,305,3,5981.3,58.32
476,166,448,1,18533.14,56.73
477,166,127,3,8182.15,52.53
478,166,242,2,30864.32,77.53
479,166,57,1,8021.44,73.62
480,167,252,3,48694.6,25.35
481,167,377,-4,38699.02,35.26
482,167,180,3,8871.86,77.45
483,167,280,5,28236.14,26.99
484,168,373,2,45705.99,14.16
485,168,328,4,223.41,57.76
486,168,11,4,7501.86,74.44
487,168,76,2,18623.48,37.78
488,168,211,1,46876.78,87.71
489,169,461,5,39308.71,91.03
490,169,468,3,22211.22,39.1
491,169,231,4,44152.32,27.62
492,169,491,2,34347.27,52.01
493,169,449,3,13243.7,12.3
494,170,291,3,14842.07,0.83
495,170,496,2,31756.4,15.02
496,170,406,3,44182.85,66.43
497,170,178,3,32330.31,6.46
498,171,8,2,47276.24,59.31
499,171,233,1,28169.98,0.51
500,171,21,3,17647.14,0.06
501,172,71,3,37451.97,50.2
502,172,180,5,8871.86,8.6
503,172,450,3,33406.68,73.31
504,173,300,2,40455.62,93.29
505,173,471,2,8032.72,63.7
506,173,42,4,12241.49,90.42
507,173,149,3,38243.77,59.7
508,174,289,3,13011.04,13.92
509,174,224,2,36256.78,41.63
510,175,155,1,26663.76,92.71
511,175,157,4,31500.1,37.6
512,176,50,3,25416.11,68.52
513,176,71,3,37451.97,42.77
514,176,270,4,8562.19,46.13
515,176,227,-5,16714.92,76.68
516,177,387,2,31897.06,30.24
517,178,298,3,30743.94,54.33
518,178,263,5,19065.63,5.35
519,179,65,4,10788.21,87.49
520,179,207,4,33123.45,8.47
521,179,344,3,522.89,64.99
522,179,4,3,39945.84,82.19
523,180,247,1,4043.06,67.44
524,180,354,1,27363.18,51.63
525,180,170,5,14452.75,49.53
526,180,443,2,2576.81,63.97
527,180,32,2,25666.08,31.09
528,181,413,4,38365.42,20.07
529,182,1,2,6383.6,12.1
530,183,127,2,8182.15,2.47
531,184,228,3,5954.08,98.27
532,184,201,2,22894.24,54.67
533,184,29,5,38864.1,85.93
534,184,475,5,25305.81,14.62
535,184,63,1,39603.93,81.86
536,185,88,5,30779.0,48.05
537,185,262,3,47063.03,95.91
538,186,189,4,440.82,10.73
539,186,342,4,5249.76,14.82
540,186,141,3,46694.2,56.42
541,186,201,1,22894.24,3.41
542,187,228,2,5954.08,72.31
543,187,22,-3,42379.01,15.83
544,187,465,5,13502.36,50.32
545,187,182,3,30178.87,52.51
546,187,493,5,37071.85,65.59
547,188,336,3,18085.73,85.87
548,188,369,2,25030.54,76.26
549,188,289,3,13011.04,6.82
550,189,193,2,14822.38,92.74
551,189,493,5,37071.85,69.78
552,189,242,5,30864.32,34.81
553,189,311,5,24799.0,6.76
554,190,437,2,47587.94,66.53
555,191,479,2,10415.88,80.86
556,191,348,2,7077.53,88.08
557,191,244,4,26833.33,42.01
558,191,166,1,14022.42,25.05
559,192,434,1,48458.18,37.43
560,193,473,2,10116.27,69.87
561,194,69,2,40471.28,49.11
562,194,327,3,34765.71,74.22
563,194,294,4,2329.68,80.87
564,194,285,2,46027.57,2.42
565,195,105,1,21363.19,89.33
566,196,397,5,27842.09,34.07
567,196,209,5,48926.69,83.24
568,196,291,5,14842.07,50.09
569,197,317,2,41520.53,43.89
570,197,461,4,39308.71,56.92
571,197,287,2,17814.94,29.82
572,198,256,2,46450.86,54.05
573,199,115,3,10807.06,25.14
574,200,35,3,10640.58,57.54
575,200,447,5,13323.72,50.0
576,200,81,4,41974.9,54.59
577,201,299,4,322.06,98.49
578,202,17,3,34372.37,20.05
579,203,72,2,48283.27,73.39
580,204,121,4,27745.67,94.8
581,205,360,3,29363.21,94.99
582,205,428,5,189.72,92.94
583,205,392,5,26842.63,12.95
584,205,414,1,12133.52,49.66
585,205,19,2,29364.61,43.15
586,206,401,-2,40656.08,5.54
587,206,436,2,39979.81,86.03
588,206,449,1,13243.7,5.21
589,207,357,4,38378.79,11.56
590,207,65,1,10788.21,98.25
591,207,221,3,42482.11,34.31
592,207,360,1,29363.21,9.2
593,208,117,4,4480.76,88.83
594,209,291,2,14842.07,7.66
595,209,24,2,41490.09,28.26
596,209,411,3,19480.23,65.52
597,209,8,2,47276.24,12.97
598,209,448,4,18533.14,12.24
599,210,40,3,1140.74,20.59
600,211,460,2,28373.04,30.27
601,211,469,3,32313.19,29.27
602,211,440,2,8333.36,26.75
603,212,258,4,7083.53,62.19
604,212,54,3,16144.19,91.2
605,212,28,5,22736.92,74.19
606,212,178,2,32330.31,72.49
607,212,462,2,24330.68,23.51
608,213,333,-1,23033.13,83.63
609,213,392,3,26842.63,38.42
610,213,233,1,28169.98,85.46
611,213,488,4,34069.71,86.28
612,214,228,4,5954.08,43.11
613,214,23,1,28747.59,3.13
614,214,115,3,10807.06,91.01
615,214,106,3,43514.86,90.74
616,215,111,5,1716.03,42.75
617,215,388,1,21805.65,55.33
618,215,15,3,20749.3,93.8
619,215,175,4,35896.17,71.92
620,215,372,5,19210.68,96.03
621,216,382,1,43872.21,68.26
622,216,474,3,45909.75,24.99
623,216,122,5,44223.9,57.11
624,216,68,1,18898.32,36.17
625,217,401,-5,40656.08,30.69
626,217,335,3,44119.17,84.76
627,217,415,4,39889.8,43.99
628,218,19,5,29364.61,5.86
629,218,495,1,29319.98,61.03
630,218,184,3,9721.29,44.04
631,218,246,3,12124.34,27.61
632,219,66,2,7831.76,65.6
633,219,117,2,4480.76,3.85
634,219,323,5,49625.06,57.99
635,219,90,1,39341.98,22.8
636,220,500,3,9099.8,4.47
637,220,132,2,47432.49,7.75
638,220,9,4,48204.91,7.75
639,221,167,3,35274.56,68.1
640,221,293,1,23860.51,87.59
641,222,13,5,22740.4,33.5
642,222,168,4,46691.65,37.47
643,223,319,3,11923.61,93.03
644,223,16,-5,15696.16,60.9
645,223,83,3,30805.88,78.09
646,224,402,2,22227.22,58.27
647,224,298,2,30743.94,99.78
648,224,365,1,39171.06,95.86
649,224,177,2,43932.14,99.78
650,224,482,5,42594.15,53.9
651,225,434,5,48458.18,60.71
652,226,267,5,22497.3,24.4
653,226,226,2,29420.43,97.75
654,226,163,2,10446.35,74.82
655,226,138,1,25797.51,44.5
656,226,100,4,6311.3,35.2
657,227,40,5,1140.74,78.63
658,227,469,2,32313.19,82.68
659,227,186,2,14821.71,24.49
660,227,335,4,44119.17,66.59
661,227,248,5,34892.09,28.69
662,228,61,4,7157.28,14.84
663,228,42,4,12241.49,77.26
664,228,210,2,11560.24,1.55
665,229,215,3,49674.82,71.14
666,230,381,1,20560.8,2.39
667,230,52,2,42779.14,13.24
668,230,65,5,10788.21,90.43
669,230,446,3,15486.83,69.69
670,231,365,1,39171.06,82.47
671,231,151,3,25505.21,61.66
672,232,38,3,2210.88,91.07
673,233,380,4,24718.7,73.34
674,233,428,5,189.72,93.66
675,233,224,1,36256.78,0.78
676,233,149,5,38243.77,64.94
677,234,165,5,38622.29,77.3
678,234,225,2,30287.98,34.11
679,234,91,5,19405.38,52.52
680,234,261,5,39199.05,42.67
681,235,197,2,18153.06,4.19
682,235,164,2,47838.61,27.83
683,235,388,5,21805.65,34.73
684,236,61,3,7157.28,22.36
685,236,148,2,9813.3,91.77
686,237,386,3,22977.06,20.68
687,237,55,5,40567.24,2.74
688,237,474,1,45909.75,53.98
689,237,119,-2,35040.94,83.25
690,237,342,1,5249.76,28.18
691,238,219,4,48617.28,10.96
692,238,375,1,6058.11,43.23
693,238,228,3,5954.08,13.68
694,238,267,3,22497.3,11.65
695,238,65,3,10788.21,74.43
696,239,373,3,45705.99,33.53
697,239,39,4,28830.38,51.28
698,240,362,3,21780.73,3.84
699,241,478,5,2577.59,84.14
700,242,486,1,13916.56,58.63
701,243,345,3,31441.19,48.45
702,243,101,2,44742.41,28.26
703,244,326,1,39750.47,85.72
704,244,449,-2,13243.7,6.73
705,245,313,4,11104.42,61.34
706,245,107,5,39594.74,34.87
707,245,364,5,35104.83,18.01
708,245,92,3,39447.15,87.5
709,245,20,4,33300.49,63.0
710,246,183,2,27210.69,88.09
711,246,279,3,16361.72,44.72
712,246,247,2,4043.06,11.58
713,246,152,4,16718.73,66.06
714,246,50,3,25416.11,70.48
715,247,431,5,44277.48,23.49
716,247,413,3,38365.42,21.51
717,247,443,4,2576.81,77.18
718,247,251,3,25042.93,41.12
719,248,218,1,27880.23,72.82
720,248,205,3,20502.46,4.56
721,248,134,4,24198.95,57.25
722,248,468,2,22211.22,77.96
723,249,486,5,13916.56,12.92
724,250,11,1,7501.86,33.33
725,250,487,3,12091.07,55.29
726,250,370,1,5234.96,36.21
727,250,411,2,19480.23,83.81
728,250,195,4,23594.32,22.93
729,251,467,3,48627.58,55.3
730,251,192,2,20330.29,3.61
731,252,387,5,31897.06,39.79
732,253,22,1,42379.01,77.24
733,253,81,2,41974.9,74.99
734,253,145,4,32747.58,13.12
735,253,155,3,26663.76,7.65
736,254,370,-1,5234.96,83.03
737,254,361,5,47676.06,9.56
738,254,391,5,5372.32,19.43
739,254,376,5,49072.55,78.48
740,254,213,4,29737.81,2.34
741,255,235,3,11577.93,57.62
742,255,104,4,16463.2,9.31
743,255,52,4,42779.14,48.33
744,256,260,4,38473.38,76.27
745,256,126,1,43423.76,57.79
746,256,196,1,43669.44,23.21
747,256,9,3,48204.91,10.89
748,256,255,3,15792.79,80.97
749,257,49,5,23499.16,86.48
750,258,304,4,30906.4,47.35
751,258,128,5,42312.09,5.89
752,258,43,4,37315.66,31.15
753,258,73,3,28563.93,3.65
754,259,307,2,19247.13,79.47
755,259,209,5,48926.69,95.95
756,259,447,2,13323.72,70.89
757,259,3,5,29839.48,73.97
758,259,138,1,25797.51,42.57
759,260,193,2,14822.38,16.21
760,261,86,2,22909.97,97.19
761,262,454,4,40042.47,62.62
762,263,250,4,27679.8,29.68
763,263,72,4,48283.27,71.99
764,263,384,3,11984.56,61.51
765,263,448,3,18533.14,16.59
766,263,281,3,35447.52,20.45
767,264,488,3,34069.71,21.06
768,264,366,3,39078.09,72.01
769,264,191,2,34669.15,71.51
770,264,266,-4,38091.19,41.63
771,264,310,2,24281.99,99.33
772,265,160,2,28671.26,9.38
773,266,170,4,14452.75,6.68
774,266,49,5,23499.16,34.5
775,266,32,1,25666.08,27.46
776,266,320,4,39263.98,30.58
777,267,393,5,42638.86,20.26
778,267,207,5,33123.45,73.07
779,267,479,3,10415.88,56.37
780,267,131,2,45109.84,58.73
781,267,288,4,20040.93,77.2
782,268,310,5,24281.99,47.34
783,268,142,-2,25784.77,23.18
784,268,495,2,29319.98,80.34
785,268,414,2,12133.52,47.55
786,268,378,1,497.66,89.6
787,269,71,5,37451.97,42.54
788,270,168,1,46691.65,39.32
789,270,155,4,26663.76,35.5
790,270,257,5,41749.06,7.82
791,270,390,5,11757.2,95.54
792,271,365,4,39171.06,49.01
793,271,74,3,25195.04,55.79
794,271,431,4,44277.48,17.8
795,272,438,3,8129.13,21.38
796,272,239,5,42350.2,92.06
797,272,395,2,35586.75,17.9
798,273,101,4,44742.41,19.49
799,274,159,3,26259.19,1.3
800,274,169,3,27205.22,27.5
801,274,49,4,23499.16,99.57
802,274,467,3,48627.58,5.72
803,274,189,5,440.82,86.32
804,275,312,2,24486.11,87.49
805,275,324,5,16172.63,3.82
806,275,233,1,28169.98,71.33
807,275,252,2,48694.6,13.16
808,276,428,4,189.72,6.23
809,276,434,1,48458.18,27.75
810,276,62,2,19658.7,73.75
811,276,29,3,38864.1,84.82
812,277,460,5,28373.04,36.63
813,277,364,1,35104.83,40.32
814,277,87,1,31634.55,82.5
815,278,76,4,18623.48,60.85
816,278,374,5,45801.15,63.53
817,278,137,1,49402.37,56.06
818,278,43,1,37315.66,56.82
819,278,89,1,4372.14,46.3
