order_id,customer_id,order_date,status,region_code
41,170.0,2024-12-11 12:46:05,CANCELLED,EAST
42,285.0,2026-06-06 05:12:38,SHIPPED,WEST
43,241.0,2024-08-03 23:07:18,CANCELLED,WEST
44,511.0,2025-11-13 18:50:55,PLACED,WEST
45,19.0,2026-05-16 22:36:50,CANCELLED,NORTH
46,1.0,2025-04-29 05:00:42,RETURNED,EAST
47,576.0,2026-03-15 04:09:20,CANCELLED,EAST
48,56.0,2025-11-14 03:28:27,CANCELLED,EAST
49,485.0,2025-01-21 21:27:44,DELIVERED,WEST
50,228.0,2025-03-26 12:19:46,DELIVERED,EAST
51,383.0,2026-01-31 10:38:20,PLACED,SOUTH
52,420.0,2024-09-07 14:56:03,RETURNED,SOUTH
53,403.0,2025-12-13 17:33:44,SHIPPED,EAST
54,425.0,2025-09-12 01:02:09,RETURNED,NORTH
55,462.0,2026-04-17 14:21:07,RETURNED,SOUTH
56,5.0,2025-05-17 09:30:40,PLACED,WEST
57,495.0,2024-12-14 21:34:53,SHIPPED,SOUTH
58,132.0,2025-08-31 11:31:36,RETURNED,EAST
59,394.0,2026-01-02 02:22:48,RETURNED,SOUTH
60,352.0,2025-08-10 21:08:48,CANCELLED,SOUTH
61,525.0,2026-03-07 04:28:35,RETURNED,EAST
62,567.0,2025-09-21 18:15:48,SHIPPED,SOUTH
63,298.0,2024-11-17 03:22:40,SHIPPED,SOUTH
64,331.0,2025-11-08 14:02:17,DELIVERED,WEST
65,428.0,2025-02-25 08:04:01,RETURNED,EAST
66,433.0,2025-03-27 23:51:32,RETURNED,NORTH
67,UNKNOWN,2025-06-03 17:28:06,PLACED,SOUTH
68,165.0,2025-11-30 05:28:24,DELIVERED,SOUTH
69,303.0,2025-03-27 13:07:18,RETURNED,NORTH
70,464.0,2024-10-14 05:21:32,RETURNED,SOUTH
71,575.0,2024-10-03 04:30:20,RETURNED,EAST
72,49.0,2025-08-30 19:19:23,CANCELLED,WEST
73,321.0,2025-12-14 04:46:38,PLACED,NORTH
74,208.0,2024-09-10 05:09:38,CANCELLED,SOUTH
75,377.0,2024-08-23 10:13:32,RETURNED,SOUTH
76,199.0,2026-04-30 03:17:27,SHIPPED,NORTH
77,178.0,2026-07-18 20:00:31,PLACED,WEST
78,UNKNOWN,2024-10-29 05:19:33,DELIVERED,SOUTH
79,262.0,2024-12-06 04:13:36,CANCELLED,SOUTH
80,UNKNOWN,2026-05-29 21:14:38,RETURNED,NORTH
81,309.0,2024-08-13 17:08:36,RETURNED,EAST
82,326.0,2024-12-24 09:11:04,SHIPPED,NORTH
83,164.0,2024-10-11 13:48:40,RETURNED,WEST
84,227.0,2025-08-01 10:06:58,DELIVERED,EAST
85,224.0,2024-12-16 06:09:05,RETURNED,WEST
86,10.0,2024-10-05 03:03:31,DELIVERED,WEST
87,250.0,2024-08-14 03:16:22,DELIVERED,WEST
88,117.0,2025-10-06 22:35:48,RETURNED,EAST
89,UNKNOWN,2025-11-30 21:16:35,DELIVERED,WEST
90,304.0,2026-04-30 23:54:41,SHIPPED,EAST
91,99.0,2025-05-18 06:09:55,RETURNED,NORTH
92,216.0,2025-12-13 10:41:58,SHIPPED,WEST
93,211.0,2025-08-04 22:44:09,CANCELLED,NORTH
94,158.0,2025-09-01 20:10:44,DELIVERED,NORTH
95,56.0,2025-11-17 01:48:40,DELIVERED,NORTH
96,234.0,2026-01-16 03:35:57,CANCELLED,WEST
97,415.0,2025-10-21 22:09:53,PLACED,WEST
98,548.0,2025-02-04 05:11:54,RETURNED,NORTH
99,600.0,2024-08-27 13:10:50,PLACED,EAST
100,109.0,2025-04-30 23:29:32,DELIVERED,NORTH
101,449.0,2025-01-07 20:43:45,PLACED,WEST
102,226.0,2025-11-03 01:57:09,CANCELLED,EAST
103,148.0,2026-01-28 23:45:45,DELIVERED,NORTH
104,569.0,2024-09-13 11:20:41,PLACED,NORTH
105,404.0,2024-07-30 14:06:03,PLACED,EAST
106,353.0,2026-07-12 22:32:55,RETURNED,SOUTH
107,227.0,2026-07-05 19:29:56,DELIVERED,SOUTH
108,581.0,2024-12-29 13:19:06,RETURNED,WEST
109,75.0,2025-12-11 18:12:44,PLACED,EAST
110,595.0,2025-08-06 02:37:14,DELIVERED,EAST
111,241.0,2026-07-11 12:51:28,RETURNED,NORTH
112,326.0,2026-06-11 12:37:24,DELIVERED,EAST
113,157.0,2026-04-27 17:12:39,DELIVERED,EAST
114,173.0,2024-09-20 12:39:40,SHIPPED,SOUTH
115,447.0,2025-07-18 23:24:47,DELIVERED,SOUTH
116,340.0,2026-04-03 14:15:08,CANCELLED,WEST
117,313.0,2025-11-28 16:25:45,PLACED,SOUTH
118,84.0,2024-09-05 13:41:30,SHIPPED,SOUTH
119,79.0,2025-04-26 18:18:27,PLACED,NORTH
120,593.0,2025-09-26 20:24:10,RETURNED,SOUTH
121,565.0,2026-02-17 21:34:56,RETURNED,WEST
122,153.0,2026-07-19 04:17:29,SHIPPED,EAST
123,514.0,2026-06-12 00:59:16,CANCELLED,EAST
124,245.0,2025-06-08 12:05:16,RETURNED,SOUTH
125,144.0,2026-04-19 21:50:35,SHIPPED,SOUTH
126,496.0,2025-05-03 02:05:47,PLACED,SOUTH
127,238.0,2026-03-29 08:02:36,DELIVERED,SOUTH
128,UNKNOWN,2026-01-21 16:19:16,DELIVERED,WEST
129,466.0,2024-09-03 16:56:58,PLACED,EAST
130,534.0,2026-04-21 03:58:33,DELIVERED,EAST
131,584.0,2025-11-11 14:37:44,CANCELLED,EAST
132,80.0,2025-02-11 21:19:15,CANCELLED,SOUTH
133,362.0,2025-09-04 07:49:17,DELIVERED,WEST
134,7.0,2024-08-20 23:59:16,SHIPPED,WEST
135,79.0,2026-02-10 18:30:31,DELIVERED,SOUTH
136,162.0,2024-09-13 02:17:17,PLACED,SOUTH
137,339.0,2026-04-29 13:33:17,CANCELLED,WEST
138,166.0,2025-03-13 11:20:59,CANCELLED,NORTH
139,131.0,2024-09-18 22:58:44,SHIPPED,SOUTH
140,41.0,2025-01-04 02:49:37,SHIPPED,NORTH
141,185.0,2025-08-27 22:03:56,CANCELLED,NORTH
142,291.0,2024-10-03 20:35:32,SHIPPED,WEST
143,483.0,2024-10-07 01:07:52,SHIPPED,SOUTH
144,147.0,2026-02-03 16:20:34,SHIPPED,EAST
145,351.0,2025-01-15 20:38:45,RETURNED,NORTH
146,395.0,2025-09-06 09:02:19,PLACED,SOUTH
147,517.0,2025-05-15 17:15:01,SHIPPED,NORTH
148,40.0,2024-12-14 13:57:23,RETURNED,NORTH
149,134.0,2024-12-17 10:09:56,RETURNED,NORTH
150,442.0,2025-09-02 03:05:18,DELIVERED,NORTH
151,440.0,2025-12-12 15:13:26,CANCELLED,WEST
152,590.0,2025-01-29 15:26:14,SHIPPED,EAST
153,239.0,2025-10-06 04:14:39,PLACED,EAST
154,557.0,2025-11-18 03:03:43,SHIPPED,NORTH
155,8.0,2024-12-06 09:03:24,PLACED,NORTH
156,211.0,2025-09-27 03:55:35,DELIVERED,WEST
157,159.0,2026-02-22 08:09:12,RETURNED,EAST
158,549.0,2025-09-26 22:40:19,DELIVERED,EAST
159,407.0,2025-06-07 21:45:36,CANCELLED,WEST
160,573.0,2026-02-19 22:37:35,DELIVERED,EAST
161,408.0,2024-10-10 09:05:06,PLACED,SOUTH
162,166.0,2026-03-07 14:42:59,RETURNED,WEST
163,564.0,2025-11-28 10:58:41,PLACED,SOUTH
164,6.0,2025-10-11 06:05:02,SHIPPED,WEST
165,446.0,2025-04-24 11:04:44,DELIVERED,SOUTH
166,39.0,2025-12-26 07:36:39,CANCELLED,EAST
167,59.0,2025-07-11 17:19:47,SHIPPED,WEST
168,207.0,2026-01-17 02:38:50,RETURNED,EAST
169,523.0,2025-12-19 03:10:28,SHIPPED,SOUTH
170,369.0,2025-06-17 03:24:47,PLACED,SOUTH
171,283.0,2026-06-06 03:11:27,DELIVERED,WEST
172,206.0,2024-10-09 06:46:03,PLACED,NORTH
173,573.0,2024-11-26 23:42:33,DELIVERED,EAST
174,284.0,2026-03-27 22:42:47,SHIPPED,WEST
175,589.0,2024-12-07 12:59:36,SHIPPED,WEST
176,573.0,2025-09-20 14:15:27,DELIVERED,EAST
177,526.0,2025-05-28 07:43:35,RETURNED,EAST
178,387.0,2025-08-16 10:18:49,SHIPPED,EAST
179,470.0,2025-04-08 13:51:15,RETURNED,NORTH
180,265.0,2025-12-13 03:26:27,SHIPPED,SOUTH
181,423.0,2024-11-20 06:46:52,RETURNED,NORTH
182,270.0,2025-09-08 02:47:04,PLACED,WEST
183,351.0,2025-10-29 09:23:53,SHIPPED,WEST
184,224.0,2025-06-29 12:30:13,DELIVERED,SOUTH
185,195.0,2026-07-15 12:13:54,SHIPPED,SOUTH
186,272.0,2025-04-20 01:57:18,SHIPPED,SOUTH
187,365.0,2026-06-21 09:41:51,PLACED,NORTH
188,505.0,2025-03-22 05:04:23,RETURNED,NORTH
189,381.0,2025-09-20 16:25:03,CANCELLED,EAST
190,524.0,2025-03-29 14:08:58,SHIPPED,SOUTH
191,434.0,2026-05-07 15:22:43,RETURNED,NORTH
192,404.0,2025-05-05 03:30:44,SHIPPED,WEST
193,531.0,2025-06-05 16:47:39,PLACED,NORTH
194,389.0,2026-03-05 23:35:14,DELIVERED,EAST
195,266.0,2025-11-24 06:37:22,DELIVERED,SOUTH
196,352.0,2025-06-19 20:54:06,CANCELLED,WEST
197,382.0,2026-04-23 02:48:11,CANCELLED,EAST
198,586.0,2026-02-04 05:18:45,RETURNED,SOUTH
199,277.0,2025-03-28 15:43:13,RETURNED,WEST
200,201.0,2025-11-04 23:48:20,SHIPPED,WEST
201,181.0,2025-01-23 09:33:07,SHIPPED,EAST
202,308.0,2025-09-30 19:56:11,RETURNED,NORTH
203,168.0,2025-09-17 05:22:07,DELIVERED,WEST
204,99.0,2025-01-02 14:04:04,DELIVERED,EAST
205,574.0,2025-05-07 17:50:26,DELIVERED,EAST
206,UNKNOWN,2026-03-07 03:59:38,RETURNED,SOUTH
207,552.0,2025-09-20 19:21:04,DELIVERED,EAST
208,523.0,2026-07-09 18:47:17,CANCELLED,NORTH
209,294.0,2026-02-18 18:06:17,SHIPPED,SOUTH
210,346.0,2025-02-02 18:43:22,RETURNED,WEST
211,74.0,2025-04-26 01:12:14,DELIVERED,SOUTH
212,299.0,2025-07-06 19:34:13,RETURNED,WEST
213,456.0,2025-07-03 00:09:32,DELIVERED,WEST
214,189.0,2025-05-24 20:27:46,SHIPPED,SOUTH
215,82.0,2024-07-20 13:48:18,CANCELLED,NORTH
216,485.0,2026-02-04 13:37:09,PLACED,WEST
217,86.0,2024-08-16 08:19:17,RETURNED,SOUTH
218,400.0,2025-02-26 09:17:25,SHIPPED,EAST
219,130.0,2025-10-26 03:58:56,SHIPPED,NORTH
220,UNKNOWN,2024-08-02 02:03:28,DELIVERED,WEST
221,554.0,2025-08-26 11:05:46,RETURNED,WEST
222,553.0,2024-11-02 08:20:18,RETURNED,WEST
223,578.0,2026-06-11 23:00:39,RETURNED,EAST
224,494.0,2025-03-11 20:53:40,PLACED,WEST
225,423.0,2024-07-25 12:36:36,DELIVERED,NORTH
226,UNKNOWN,2025-03-10 16:47:20,SHIPPED,EAST
227,548.0,2025-01-08 18:25:34,CANCELLED,WEST
228,441.0,2025-01-03 06:44:44,RETURNED,SOUTH
229,562.0,2026-05-16 01:56:35,CANCELLED,WEST
230,168.0,2025-03-22 00:24:25,CANCELLED,WEST
231,82.0,2024-08-06 06:42:04,SHIPPED,EAST
232,545.0,2026-03-11 16:23:26,CANCELLED,SOUTH
233,187.0,2026-04-19 20:13:44,PLACED,WEST
234,279.0,2026-01-07 03:27:20,CANCELLED,SOUTH
235,156.0,2026-04-20 03:38:22,RETURNED,NORTH
236,105.0,2025-02-19 18:22:19,SHIPPED,WEST
237,239.0,2026-07-04 07:38:57,PLACED,WEST
238,431.0,2025-09-23 11:11:15,CANCELLED,EAST
239,33.0,2025-08-21 12:56:58,SHIPPED,NORTH
240,402.0,2025-09-25 12:46:20,CANCELLED,SOUTH
241,257.0,2025-10-06 16:11:04,PLACED,NORTH
242,255.0,2026-07-09 14:36:13,CANCELLED,SOUTH
243,35.0,2025-10-07 09:46:30,PLACED,SOUTH
244,320.0,2024-11-17 14:15:03,SHIPPED,NORTH
245,563.0,2024-10-01 15:47:52,DELIVERED,WEST
246,204.0,2024-08-18 17:36:50,PLACED,SOUTH
247,242.0,2025-07-13 00:04:24,DELIVERED,NORTH
248,283.0,2025-04-22 16:03:43,CANCELLED,SOUTH
249,UNKNOWN,2024-11-18 16:12:20,CANCELLED,SOUTH
250,92.0,2024-11-04 22:16:26,CANCELLED,NORTH
251,347.0,2025-02-11 05:53:45,PLACED,NORTH
252,158.0,2025-05-01 13:04:45,PLACED,SOUTH
253,325.0,2026-06-11 09:58:36,DELIVERED,WEST
254,22.0,2025-10-15 14:19:38,DELIVERED,SOUTH
255,41.0,2025-01-30 11:49:43,CANCELLED,EAST
256,502.0,2025-01-17 09:29:02,SHIPPED,EAST
257,480.0,2025-02-04 10:53:22,RETURNED,SOUTH
258,159.0,2026-04-11 09:40:40,DELIVERED,EAST
259,519.0,2025-03-10 16:12:05,SHIPPED,NORTH
260,373.0,2024-09-29 19:23:38,SHIPPED,EAST
261,552.0,2025-10-06 12:48:35,SHIPPED,WEST
262,158.0,2025-05-26 22:56:16,DELIVERED,WEST
263,114.0,2025-10-05 10:17:51,PLACED,NORTH
264,133.0,2026-07-03 08:42:55,PLACED,SOUTH
265,197.0,2025-01-05 07:28:58,RETURNED,WEST
266,539.0,2026-02-10 17:52:04,RETURNED,EAST
267,UNKNOWN,2024-09-18 09:17:59,PLACED,NORTH
268,214.0,2026-02-02 10:40:37,PLACED,WEST
269,63.0,2025-03-29 14:51:24,CANCELLED,EAST
270,60.0,2026-03-28 06:57:49,DELIVERED,NORTH
271,312.0,2025-07-30 05:13:43,SHIPPED,NORTH
272,237.0,2024-12-01 17:17:39,SHIPPED,SOUTH
273,255.0,2025-08-03 16:17:24,SHIPPED,WEST
274,591.0,2026-04-22 18:25:10,CANCELLED,WEST
275,171.0,2026-06-18 17:10:55,RETURNED,WEST
276,162.0,2026-01-07 01:08:33,RETURNED,WEST
277,323.0,2026-01-17 08:11:33,DELIVERED,EAST
278,441.0,2025-10-10 23:54:35,DELIVERED,SOUTH
279,220.0,2026-04-17 23:01:48,RETURNED,EAST
280,464.0,2026-06-25 10:05:09,CANCELLED,NORTH
281,292.0,2024-10-02 11:52:23,RETURNED,SOUTH
282,310.0,2025-10-25 18:04:19,SHIPPED,SOUTH
283,23.0,2025-12-01 06:39:08,DELIVERED,SOUTH
284,472.0,2025-03-10 17:53:40,SHIPPED,EAST
285,597.0,2024-08-18 10:48:55,DELIVERED,EAST
286,410.0,2026-02-08 01:03:33,SHIPPED,NORTH
287,495.0,2026-04-09 06:43:47,RETURNED,NORTH
288,308.0,2025-10-11 00:51:54,RETURNED,WEST
289,58.0,2025-05-12 18:41:36,DELIVERED,EAST
290,445.0,2024-09-19 09:04:58,PLACED,SOUTH
291,12.0,2026-03-18 08:41:05,CANCELLED,NORTH
292,43.0,2024-09-01 20:37:59,RETURNED,SOUTH
293,227.0,2026-07-06 11:05:18,CANCELLED,WEST
294,590.0,2026-03-11 04:48:14,SHIPPED,WEST
295,404.0,2025-04-06 03:37:59,DELIVERED,NORTH
296,51.0,2025-04-16 16:02:50,DELIVERED,NORTH
297,445.0,2026-06-03 18:40:45,SHIPPED,SOUTH
298,203.0,2026-04-16 02:47:01,RETURNED,SOUTH
299,537.0,2025-06-22 18:10:44,PLACED,EAST
300,332.0,2025-06-08 22:41:08,RETURNED,NORTH
301,424.0,2026-07-12 23:12:07,DELIVERED,SOUTH
302,25.0,2026-05-25 11:42:09,SHIPPED,EAST
303,453.0,2024-10-22 01:11:47,CANCELLED,NORTH
304,240.0,2026-05-27 00:09:14,DELIVERED,SOUTH
305,88.0,2026-03-10 19:16:11,PLACED,SOUTH
306,152.0,2025-01-12 12:28:55,DELIVERED,NORTH
307,114.0,2026-02-21 03:53:55,CANCELLED,NORTH
308,551.0,2025-12-09 10:50:39,RETURNED,EAST
309,145.0,2026-05-11 05:34:44,PLACED,WEST
310,540.0,2025-10-31 05:52:28,SHIPPED,NORTH
311,278.0,2026-07-11 17:30:29,PLACED,NORTH
312,278.0,2024-07-29 07:18:38,DELIVERED,NORTH
313,UNKNOWN,2025-11-24 18:40:13,CANCELLED,SOUTH
314,521.0,2026-03-16 06:17:30,PLACED,EAST
315,545.0,2025-11-23 11:06:05,SHIPPED,WEST
316,23.0,2025-05-13 12:13:55,RETURNED,EAST
317,403.0,2024-08-31 11:10:35,PLACED,EAST
318,364.0,2025-03-14 03:43:57,SHIPPED,EAST
319,264.0,2025-08-31 17:22:21,PLACED,EAST
320,350.0,2024-08-21 09:51:04,SHIPPED,NORTH
321,534.0,2025-03-25 10:39:00,RETURNED,SOUTH
322,587.0,2025-09-12 19:10:40,DELIVERED,EAST
323,135.0,2025-10-02 04:53:52,SHIPPED,SOUTH
324,317.0,2024-11-13 14:31:55,RETURNED,SOUTH
325,149.0,2025-03-31 06:44:29,RETURNED,SOUTH
326,571.0,2025-08-14 15:36:11,PLACED,SOUTH
327,150.0,2026-01-13 09:30:31,DELIVERED,WEST
328,311.0,2025-01-07 22:06:57,DELIVERED,SOUTH
329,110.0,2024-11-16 09:57:59,PLACED,EAST
330,237.0,2024-08-28 15:54:57,SHIPPED,NORTH
331,489.0,2025-12-25 15:37:45,RETURNED,WEST
332,383.0,2026-02-08 15:46:16,CANCELLED,WEST
333,168.0,2025-05-21 14:01:21,PLACED,WEST
334,16.0,2025-07-01 13:02:49,CANCELLED,SOUTH
335,208.0,2026-02-25 04:07:00,PLACED,SOUTH
336,450.0,2025-10-25 16:13:35,CANCELLED,EAST
337,253.0,2025-10-10 05:41:09,PLACED,WEST
338,404.0,2025-08-16 10:59:43,RETURNED,NORTH
339,463.0,2024-09-28 09:25:34,PLACED,SOUTH
340,406.0,2025-01-08 22:08:04,PLACED,WEST
341,51.0,2025-06-20 22:01:22,CANCELLED,WEST
342,293.0,2025-03-02 12:06:19,CANCELLED,EAST
343,56.0,2026-03-23 05:07:33,SHIPPED,WEST
344,463.0,2025-05-22 16:51:38,RETURNED,NORTH
345,600.0,2024-11-12 09:18:34,RETURNED,SOUTH
346,332.0,2024-10-31 02:20:26,SHIPPED,WEST
347,207.0,2025-04-07 12:47:14,PLACED,EAST
348,168.0,2024-09-22 12:54:38,PLACED,NORTH
349,461.0,2025-07-25 00:43:55,PLACED,WEST
350,524.0,2025-10-07 06:34:58,SHIPPED,WEST
351,45.0,2026-02-19 07:50:15,DELIVERED,SOUTH
352,149.0,2024-08-27 17:23:01,PLACED,WEST
353,457.0,2025-09-19 04:27:35,SHIPPED,NORTH
354,208.0,2025-05-26 11:37:24,DELIVERED,NORTH
355,511.0,2025-02-09 08:35:37,PLACED,WEST
356,488.0,2024-09-24 12:08:44,CANCELLED,NORTH
357,7.0,2025-05-25 23:14:26,RETURNED,EAST
358,571.0,2025-08-14 04:49:09,SHIPPED,NORTH
359,57.0,2025-06-22 21:39:34,PLACED,SOUTH
360,592.0,2026-03-13 11:18:15,DELIVERED,EAST
361,51.0,2026-01-13 11:24:27,SHIPPED,SOUTH
362,587.0,2024-10-29 16:31:39,SHIPPED,WEST
363,369.0,2026-03-04 07:28:53,PLACED,EAST
364,389.0,2024-11-02 04:19:53,CANCELLED,NORTH
365,138.0,2025-07-28 23:12:12,DELIVERED,EAST
366,538.0,2025-09-27 20:11:41,SHIPPED,NORTH
367,542.0,2024-12-21 07:10:08,CANCELLED,EAST
368,325.0,2025-08-03 08:32:54,RETURNED,EAST
369,577.0,2025-05-23 11:26:05,CANCELLED,WEST
370,239.0,2025-12-09 00:57:01,SHIPPED,NORTH
371,477.0,2025-10-07 04:32:03,PLACED,SOUTH
372,425.0,2024-12-19 17:42:51,DELIVERED,EAST
373,218.0,2025-09-29 07:04:50,SHIPPED,EAST
374,70.0,2025-11-10 21:10:17,RETURNED,EAST
375,117.0,2026-02-11 19:59:57,DELIVERED,WEST
376,30.0,2025-08-31 14:50:43,SHIPPED,EAST
377,491.0,2025-01-27 16:30:48,PLACED,SOUTH
378,472.0,2025-01-24 15:14:20,RETURNED,EAST
379,424.0,2024-09-14 01:41:56,PLACED,EAST
380,324.0,2025-02-12 05:33:00,PLACED,SOUTH
381,340.0,2026-03-15 18:14:09,DELIVERED,NORTH
382,288.0,2025-06-19 11:09:52,DELIVERED,WEST
383,170.0,2025-03-28 14:59:17,CANCELLED,SOUTH
384,316.0,2026-01-03 06:35:57,DELIVERED,NORTH
385,89.0,2026-07-08 05:20:26,SHIPPED,EAST
386,310.0,2025-10-10 19:54:59,DELIVERED,SOUTH
387,39.0,2024-09-28 00:19:25,PLACED,WEST
388,495.0,2024-10-15 19:52:01,SHIPPED,SOUTH
389,496.0,2025-12-24 04:26:25,RETURNED,EAST
390,147.0,2025-06-06 15:53:11,PLACED,SOUTH
391,38.0,2025-06-14 09:31:38,RETURNED,NORTH
392,UNKNOWN,2025-04-30 03:14:26,RETURNED,NORTH
393,48.0,2025-04-16 23:05:14,DELIVERED,NORTH
394,320.0,2024-12-15 09:08:40,SHIPPED,EAST
395,294.0,2025-03-26 13:09:17,DELIVERED,WEST
396,280.0,2025-04-14 00:34:05,DELIVERED,NORTH
397,UNKNOWN,2025-10-24 16:49:50,RETURNED,NORTH
398,359.0,2025-12-11 11:53:01,DELIVERED,SOUTH
399,291.0,2024-08-08 05:24:22,SHIPPED,NORTH
400,347.0,2026-03-10 06:03:27,PLACED,SOUTH
401,UNKNOWN,2025-03-14 04:23:36,PLACED,NORTH
402,89.0,2024-11-28 21:18:18,SHIPPED,WEST
403,320.0,2025-04-18 01:20:40,SHIPPED,NORTH
404,477.0,2025-11-11 01:21:00,PLACED,WEST
405,318.0,2026-04-19 13:35:42,CANCELLED,WEST
406,230.0,2026-04-04 23:21:39,RETURNED,EAST
407,402.0,2025-06-28 21:33:07,DELIVERED,EAST
408,31.0,2025-11-16 11:06:56,PLACED,EAST
409,175.0,2024-11-10 16:24:42,DELIVERED,SOUTH
410,416.0,2025-06-27 12:59:30,PLACED,EAST
411,73.0,2024-08-24 06:44:11,RETURNED,WEST
412,424.0,2026-07-08 06:44:28,SHIPPED,SOUTH
413,394.0,2026-04-16 21:59:18,SHIPPED,WEST
414,446.0,2025-01-17 18:43:11,DELIVERED,SOUTH
415,80.0,2024-12-22 12:33:37,RETURNED,WEST
416,475.0,2026-01-03 18:10:49,PLACED,WEST
417,416.0,2025-05-06 18:40:58,PLACED,WEST
418,63.0,2024-11-18 14:02:43,SHIPPED,NORTH
419,153.0,2026-02-28 23:20:23,DELIVERED,WEST
420,458.0,2026-02-06 06:08:08,DELIVERED,EAST
421,312.0,2026-05-13 18:50:03,CANCELLED,EAST
422,597.0,2024-09-25 01:51:19,RETURNED,WEST
423,302.0,2024-10-15 16:55:09,RETURNED,NORTH
424,UNKNOWN,2026-02-14 20:57:33,DELIVERED,NORTH
425,32.0,2024-08-31 18:49:14,RETURNED,WEST
426,392.0,2025-01-25 04:54:25,CANCELLED,SOUTH
427,487.0,2025-11-14 18:28:58,RETURNED,WEST
428,369.0,2026-07-10 05:39:07,SHIPPED,EAST
429,129.0,2024-11-12 03:03:30,PLACED,NORTH
430,499.0,2026-05-26 04:52:33,SHIPPED,NORTH
431,426.0,2026-04-28 00:03:11,RETURNED,WEST
432,466.0,2026-04-18 10:33:48,RETURNED,WEST
433,232.0,2025-02-28 20:59:49,RETURNED,NORTH
434,243.0,2024-07-31 02:09:55,DELIVERED,WEST
435,591.0,2025-04-13 01:12:01,PLACED,WEST
436,116.0,2026-01-10 07:26:19,PLACED,SOUTH
437,540.0,2026-04-06 03:02:19,DELIVERED,WEST
438,536.0,2024-10-14 20:31:49,PLACED,SOUTH
439,80.0,2025-03-14 09:58:15,RETURNED,EAST
440,352.0,2025-07-04 23:54:50,PLACED,WEST
441,481.0,2025-07-21 09:46:56,DELIVERED,WEST
442,302.0,2024-08-07 02:12:50,PLACED,EAST
443,578.0,2025-04-04 04:47:19,CANCELLED,SOUTH
444,299.0,2024-12-29 18:22:42,RETURNED,NORTH
445,85.0,2026-02-15 05:00:00,PLACED,EAST
446,288.0,2025-09-11 07:18:25,DELIVERED,NORTH
447,179.0,2024-12-31 23:48:01,SHIPPED,WEST
448,180.0,2024-12-25 17:17:27,SHIPPED,WEST
449,541.0,2025-09-17 20:14:38,DELIVERED,NORTH
450,158.0,2025-08-30 20:32:28,CANCELLED,WEST
451,451.0,2026-02-23 05:47:31,SHIPPED,SOUTH
452,354.0,2025-02-06 07:53:34,DELIVERED,NORTH
453,476.0,2025-09-19 16:31:58,DELIVERED,WEST
454,546.0,2025-07-30 14:25:18,CANCELLED,WEST
455,544.0,2025-11-16 08:30:10,PLACED,EAST
456,460.0,2026-02-07 08:55:12,DELIVERED,NORTH
457,545.0,2024-11-07 05:03:54,CANCELLED,EAST
458,274.0,2026-01-11 07:13:24,DELIVERED,WEST
459,248.0,2026-01-14 03:53:59,RETURNED,SOUTH
460,185.0,2025-12-21 11:26:18,PLACED,NORTH
461,13.0,2024-08-03 16:56:42,RETURNED,NORTH
